canonical_smiles,pIC50,MolWt,LogP,HDonors,HAcceptors,TPSA,RotatableBonds
CCCC(=O)Nc1n[nH]c2cc(-c3cc(F)cc(F)c3)ccc12,1.8601209135987635,315.32300000000004,4.246700000000002,2.0,2.0,57.78,4.0
CCCC(=O)Nc1n[nH]c2cc(-c3ccccc3)ccc12,2.0,279.343,3.9685000000000024,2.0,2.0,57.78,4.0
CCCC(=O)Nc1n[nH]c2cc(-c3ccsc3)ccc12,2.721246399047171,285.372,4.030000000000002,2.0,3.0,57.78,4.0
CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)ccc12,1.3010299956639813,295.34200000000004,3.674100000000001,3.0,3.0,78.01,4.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(Br)cc12,3.2596373105057563,316.586,3.7174000000000014,2.0,2.0,57.78,3.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(OCc4ccccc4)cc3)cc12,2.0,419.91200000000015,6.200900000000004,2.0,3.0,67.01,7.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc([N+](=O)[O-])cc3)cc12,2.350665141287858,358.7850000000001,4.530100000000003,2.0,4.0,100.92,5.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(F)cc3)cc12,3.0809219076239263,331.778,4.761000000000003,2.0,2.0,57.78,4.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(C)cc3)cc12,2.7569619513137056,327.81500000000005,4.930320000000003,2.0,2.0,57.78,4.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccoc3)cc12,3.3979400086720375,303.749,4.214900000000002,2.0,3.0,70.92,4.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccc(N)cc3)cc12,3.0087739243075053,328.80300000000005,4.204100000000001,3.0,3.0,83.8,4.0
CCCC(=O)Nc1n[nH]c2cc(Cl)c(-c3ccccc3)cc12,3.3979400086720375,313.788,4.621900000000003,2.0,2.0,57.78,4.0
CCCC(=O)Nc1n[nH]c2cc(-c3ccc(O)cc3)c(Br)cc12,2.0,374.23800000000006,4.436600000000003,3.0,3.0,78.01,4.0
O=C(O)CCC(=O)Nc1n[nH]c2cc(Cl)ccc12,1.3010299956639813,267.672,2.0195999999999996,3.0,3.0,95.07999999999998,4.0
COC(=O)N(CC(=O)O)Cc1cccc(OCc2nc(-c3ccc(Cl)cc3)oc2C)c1,1.3979400086720375,444.8710000000001,4.535420000000004,1.0,6.0,102.10000000000001,8.0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3)CC2)C1,2.0,530.5910000000002,3.5682000000000027,2.0,4.0,81.75,8.0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3F)CC2)C1,2.0,548.5810000000001,3.7073000000000027,2.0,4.0,81.75,8.0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3cc(F)ccc3F)CC2)C1,2.0,566.5710000000001,3.8464000000000036,2.0,4.0,81.75,8.0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCC2CCN(C(=O)c3ccccc3Cl)CC2)C1,2.0,565.0360000000002,4.221600000000004,2.0,4.0,81.75,8.0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3)CC2)C1,2.0,531.5790000000003,2.0837,2.0,5.0,84.99000000000001,8.0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3Cl)CC2)C1,2.0,566.0240000000001,2.7371000000000008,2.0,5.0,84.99000000000001,8.0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3ccccc3F)CC2)C1,2.0,549.5690000000002,2.2228000000000003,2.0,5.0,84.99000000000001,8.0
O=C(CNC(=O)c1cccc(C(F)(F)F)c1)N[C@@H]1CCN(CCN2CCN(C(=O)c3cc(F)ccc3F)CC2)C1,2.0,567.5590000000002,2.3619000000000003,2.0,5.0,84.99000000000001,8.0
CN1C(=O)N(c2cc(Cl)cc(Cl)c2)C(=O)[C@]12CN(c1ccc(C(=O)O)cn1)C[C@H]2c1ccc(C#N)cc1,1.4559319556497243,536.3750000000003,4.399480000000003,1.0,6.0,117.84,4.0
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccccc3)cc(-c3ccccc3)n2)c1CCC(=O)O,2.1249387366083,581.7090000000001,7.858300000000009,2.0,5.0,105.95,18.0
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccc4c(c3)OCO4)cc(-c3ccccc3F)c2)c1CCC(=O)O,2.1249387366083,642.7200000000001,8.331100000000008,2.0,6.0,111.52000000000002,18.0
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3cccc(F)c3)cc(-c3ccc4c(c3)OCO4)c2)c1CCC(=O)O,2.1249387366083,642.72,8.331100000000008,2.0,6.0,111.52000000000002,18.0
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccsc3)cc(-c3ccc4c(c3)OCO4)c2)c1CCC(=O)O,2.1249387366083,630.759,8.253500000000008,2.0,7.0,111.52000000000002,18.0
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccncc3)cc(-c3ccncc3)c2)c1CCC(=O)O,2.1249387366083,582.6970000000001,7.253300000000007,2.0,6.0,118.84000000000002,18.0
O=C(O)CCCOc1cccc(CCCCCCOc2cc(-c3ccccc3)cc(-c3ccccc3)c2)c1CCC(=O)O,2.1249387366083,580.7210000000001,8.463300000000007,2.0,4.0,93.06000000000002,18.0
CCn1cc(-c2ccnc3[nH]c(-c4cccc(CN(C)C)c4)cc23)c(-c2ccc(NC(=O)N(C)C)cc2)n1,1.4814860601221125,507.6420000000003,5.935400000000006,2.0,5.0,82.08,7.0
CC(C)(C)c1ccc(SCCc2c[nH]cn2)cc1,3.167491087293764,260.40599999999995,4.0420000000000025,1.0,2.0,28.68,4.0
NC(=O)c1c(F)ccc(OCc2nc3cc(Cl)ccc3s2)c1F,4.920818753952375,354.765,3.905800000000001,1.0,4.0,65.21000000000001,4.0
NC(=O)c1c(F)ccc(OCc2nc3ncc(Cl)cc3s2)c1F,4.920818753952375,355.753,3.3008000000000006,1.0,5.0,78.10000000000001,4.0
Cc1cc(CN2CCN(c3c(Br)cnc4[nH]c(N5CCN(C)CC5)nc34)CC2)no1,2.0,475.3950000000004,2.09082,1.0,8.0,80.56,4.0
CC(C)[C@]1(C)SC(N[C@H]2C[C@@H]3CC[C@H]2C3)=NC1=O,1.8239087409443189,266.40999999999997,2.808700000000001,1.0,3.0,41.46,2.0
O=S(=O)(Nc1cc(Cl)cnc1Oc1cncc(Cl)c1)c1ccc(Cl)c(Cl)c1,1.0,465.1450000000001,5.683300000000002,1.0,5.0,81.18,5.0
Cc1ncccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,1.0,444.7270000000002,5.338320000000001,1.0,5.0,81.18,5.0
O=C(NCCO)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,1.0,516.7900000000002,4.357000000000002,3.0,6.0,117.62,8.0
O=C(O)c1ccccc1Oc1ncc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,1.399999967876858,473.7210000000001,5.333100000000002,2.0,5.0,105.59,6.0
O=C(O)c1ccccc1Oc1ccc(Cl)cc1NS(=O)(=O)c1ccc(Cl)c(Cl)c1,1.399999967876858,472.7330000000002,5.938100000000002,2.0,4.0,92.69999999999999,6.0
C=CCC(OC)[C@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,2.5228787452803374,326.26700000000005,4.205700000000004,1.0,2.0,21.259999999999998,5.0
COC[C@@]12CNCC[C@]1(c1ccc3ccccc3c1)C2,2.0969100130080562,267.37200000000007,3.107400000000001,1.0,2.0,21.259999999999998,3.0
COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,2.0,286.20200000000006,3.261000000000001,1.0,2.0,21.259999999999998,3.0
COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,2.0,286.20200000000006,3.261000000000001,1.0,2.0,21.259999999999998,3.0
COC[C@@]12CNCC[C@]1(c1ccc(Cl)c(Cl)c1)C2,2.0,286.20200000000006,3.261000000000001,1.0,2.0,21.259999999999998,3.0
C[C@H](Oc1ccc(S(C)(=O)=O)cc1C(=O)N1CCN(c2ncc(C(F)(F)F)cc2F)CC1)C(C)(C)C,1.6197887582883939,531.5720000000001,4.4188000000000045,0.0,6.0,79.81,5.0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,2.3010299956639813,463.52900000000017,4.5530200000000045,0.0,7.0,59.980000000000004,7.0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(S(F)(F)(F)(F)F)cc3)C2)n1C,2.0,521.5810000000001,6.191620000000005,0.0,7.0,59.980000000000004,8.0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(S(F)(F)(F)(F)F)cc3)C2)n1C,2.154901959985743,521.5810000000001,6.191620000000005,0.0,7.0,59.980000000000004,8.0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(S(F)(F)(F)(F)F)cc3)C2)n1C,2.0969100130080562,521.5810000000001,6.191620000000005,0.0,7.0,59.980000000000004,8.0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3)C2)n1C,2.0,463.52900000000017,4.553020000000004,0.0,7.0,59.980000000000004,7.0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(S(F)(F)(F)(F)F)c3)C2)n1C,2.0,521.5810000000001,6.191620000000005,0.0,7.0,59.980000000000004,8.0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(S(F)(F)(F)(F)F)c3)C2)n1C,2.0,521.5810000000001,6.191620000000005,0.0,7.0,59.980000000000004,8.0
Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(S(F)(F)(F)(F)F)c3)C2)n1C,2.0,521.5810000000001,6.191620000000005,0.0,7.0,59.980000000000004,8.0
CS(=O)(=O)N(c1ccccc1)c1cc(C(=O)N[C@@H](Cc2ccccc2)[C@H](O)CNCc2cccc(C(F)(F)F)c2)cc(C2CCCC2)c1,1.0,679.8050000000001,6.952500000000008,3.0,5.0,98.74000000000001,13.0
CC(C)C(=O)N1C[C@@H]2[C@H](CNc3nc(-c4ccccn4)cs3)[C@@H]2C1,2.154901959985743,342.4680000000001,2.977400000000001,1.0,5.0,58.120000000000005,5.0
O=C(C1CCOC1)N1C[C@@H]2[C@H](CNc3nc(-c4ccccn4)cs3)[C@@H]2C1,2.0,370.4780000000001,2.3579,1.0,6.0,67.35,5.0
FC(F)(F)c1ccc(Nc2nc(-c3ccccn3)cs2)cc1,4.0,321.327,4.967500000000002,1.0,4.0,37.81,3.0
Cc1nc2nc(-c3ccccc3)cn2c(-c2ccc(Cl)cc2Cl)c1CN,1.7212463990471711,383.2820000000001,5.137220000000003,1.0,4.0,56.21,3.0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)[C@H](SCCN(C)C)C(=O)N(C)[C@@H](CC(C)(C)O)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,1.0,1321.823999999999,3.0048000000000004,6.0,15.0,302.27,19.0
C/C=C/C[C@@H](C)[C@@H](O)[C@H]1C(=O)N[C@@H](CC)C(=O)N(C)CC(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N[C@@H](C)C(=O)N[C@H](C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](CC(C)C)C(=O)N(C)[C@@H](C(C)C)C(=O)N1C,1.0,1202.634999999999,3.2690000000000046,5.0,12.0,278.8,15.0
CC(C)S(=O)(=O)N[C@H]1Cc2ccc(-c3ccc(F)cn3)cc2C1,2.0,334.4160000000001,2.6827000000000005,1.0,3.0,59.06,4.0
CC(C)S(=O)(=O)NC1Cc2ccc(-c3ccc(Cl)cn3)cc2C1,2.0,350.8710000000001,3.197000000000002,1.0,3.0,59.06,4.0
Cc1cccnc1-c1ccc2c(c1)CC(NS(=O)(=O)C(C)C)C2,2.0,330.45300000000015,2.8520200000000013,1.0,3.0,59.06,4.0
Cc1ccc(-c2ccc3c(c2)CC(NS(=O)(=O)C(C)C)C3)nc1,2.0,330.4530000000001,2.8520200000000013,1.0,3.0,59.06,4.0
CC(C)S(=O)(=O)NC1Cc2ccc(-c3ccc(F)cn3)cc2C1,2.0,334.4160000000001,2.6827000000000005,1.0,3.0,59.06,4.0
Cc1ccc(-c2ccc3c(c2)C[C@@H](NS(=O)(=O)C(C)C)C3)cn1,2.0,330.4530000000001,2.8520200000000013,1.0,3.0,59.06,4.0
CC(C)S(=O)(=O)N[C@H]1Cc2ccc(-c3ccc(F)nc3)cc2C1,2.0,334.4160000000001,2.6827000000000005,1.0,3.0,59.06,4.0
Cc1ccc(-c2ccc3c(c2)CC(NS(=O)(=O)C(C)C)C3)cn1,2.0,330.4530000000001,2.8520200000000013,1.0,3.0,59.06,4.0
Cc1ccncc1-c1ccc2c(c1)CC(NS(=O)(=O)C(C)C)C2,2.0,330.45300000000015,2.8520200000000004,1.0,3.0,59.06,4.0
CC(C)S(=O)(=O)NC1Cc2ccc(-c3cncc(C#N)c3)cc2C1,2.0,341.43600000000015,2.41528,1.0,4.0,82.85,4.0
Cc1ccc(-c2ccc3c(c2)CC(NS(=O)(=O)C(C)C)C3)c(C)n1,2.0,344.48000000000013,3.1604400000000012,1.0,3.0,59.06,4.0
CC(C)S(=O)(=O)NC1Cc2ccc(-c3ccc(F)nc3)cc2C1,2.0,334.4160000000001,2.6827000000000005,1.0,3.0,59.06,4.0
CC(C)S(=O)(=O)NC1Cc2ccc(-c3cccnc3F)cc2C1,2.0,334.4160000000001,2.6827000000000005,1.0,3.0,59.06,4.0
CC(C)S(=O)(=O)NC1Cc2ccc(-c3cccnc3)cc2C1,3.2218487496163566,316.4260000000001,2.5436000000000005,1.0,3.0,59.06,4.0
O=c1c(O)c(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,2.3875340360468575,302.23800000000006,1.988,5.0,7.0,131.36,1.0
O=c1cc(-c2ccc(O)c(O)c2)oc2cc(O)cc(O)c12,2.4723700991286615,286.23900000000003,2.2824000000000004,4.0,6.0,111.13000000000001,1.0
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1,2.50210325708678,286.283,2.812900000000001,2.0,5.0,75.99000000000001,2.0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1O,2.613144470815276,300.266,2.5854000000000004,3.0,6.0,100.13000000000001,2.0
O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21,2.8265223565470055,256.257,2.804300000000002,2.0,4.0,66.76,1.0
COc1cc(-c2oc3cc(O)cc(O)c3c(=O)c2O)ccc1O,2.8992849134269183,316.265,2.291000000000001,4.0,7.0,120.36000000000001,2.0
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1O,2.915423722065669,316.26500000000004,2.2910000000000017,4.0,7.0,120.36000000000001,2.0
COc1cc(-c2cc(=O)c3c(O)cc(O)cc3o2)ccc1O,2.9515581964495956,300.266,2.5854000000000004,3.0,6.0,100.13000000000001,2.0
O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,3.09963287134353,270.24,2.576800000000001,3.0,5.0,90.9,1.0
O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,3.1450869776921446,286.23900000000003,2.2824000000000004,4.0,6.0,111.13000000000001,1.0
COc1ccc(-c2oc3cc(O)cc(O)c3c(=O)c2O)cc1,3.2932822176632413,300.266,2.5854000000000017,3.0,6.0,100.13000000000001,2.0
COc1ccc(-c2cc(=O)c3c(O)cc(O)cc3o2)cc1,3.600326278518962,284.267,2.8798000000000012,2.0,5.0,79.9,2.0
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,4.075720713938118,254.24099999999999,2.8712000000000013,2.0,4.0,70.67,1.0
O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,4.3979400086720375,270.24,2.576800000000001,3.0,5.0,90.9,1.0
O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,1.57940071770856,272.25600000000003,2.5099000000000014,3.0,5.0,86.99000000000001,1.0
COc1ccc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)cc1O,1.4603343639338728,302.28200000000004,2.518500000000001,3.0,6.0,96.22000000000001,2.0
COc1cc([C@@H]2CC(=O)c3c(O)cc(O)cc3O2)ccc1O,1.4228760125768016,302.28200000000004,2.518500000000001,3.0,6.0,96.22000000000001,2.0
O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21,1.2739740947186582,288.25500000000005,2.215500000000001,4.0,6.0,107.22000000000001,1.0
CNCC[C@@H](c1ccc(Cl)c(Cl)c1)n1nnc(C)n1,2.0,300.19300000000004,2.4872199999999998,1.0,5.0,55.63,5.0
Cc1n[nH]c(C)c1CC(=O)NCc1ccc(Cl)cc1Cl,4.0,312.20000000000005,3.192240000000001,2.0,2.0,57.78,4.0
CN1C(=O)CC[C@H]1C(=O)NCc1cccc(C(F)(F)F)c1Cl,4.0,334.725,2.5957999999999997,1.0,2.0,49.410000000000004,3.0
CC(C)(C)c1nnc(-c2nn(-c3ccccc3Cl)c(-c3ccc(Br)cc3)c2Cn2cncn2)s1,4.698970004336019,554.9050000000002,6.411000000000005,0.0,8.0,74.31,5.0
FC(F)(F)C1(c2nnc(-c3nn(-c4ccc(Cl)cc4Cl)c(-c4ccc(Cl)cc4)c3Cn3cncn3)s2)CCC1,4.698970004336019,610.8800000000001,7.641800000000004,0.0,8.0,74.31,6.0
CC(C)(C)c1nnc(-c2nn(-c3ccc(Cl)cc3Cl)c(-c3ccc(Br)cc3)c2Cn2cncn2)s1,5.568636235841013,589.3500000000001,7.064400000000005,0.0,8.0,74.31,5.0
C[C@H](NC(=O)C(C)(C)Oc1ccc(C(F)(F)F)cn1)[C@@H](Cc1ccc(Cl)cc1)c1cccc(C#N)c1,4.698970004336019,515.9630000000002,6.314080000000006,1.0,4.0,75.00999999999999,8.0
Cc1c(C(=O)NN2CCCCC2)nn(-c2ccc(Cl)cc2Cl)c1-c1ccc(Cl)cc1,4.698970004336019,463.79600000000016,5.938620000000005,1.0,4.0,50.160000000000004,4.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nnc(C)n4-5)CC3)cccc2n1,2.0,440.5510000000002,3.689440000000002,0.0,7.0,59.31,4.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C)nnn4-5)CC3)cccc2n1,2.3010299956639813,440.5510000000002,3.689440000000002,0.0,7.0,59.31,4.0
CC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,2.3010299956639813,467.5730000000002,4.188620000000004,0.0,7.0,63.49000000000001,5.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N(C)C)ncn4-5)CC3)cccc2n1,2.0,496.6150000000003,3.687820000000002,0.0,7.0,66.73,5.0
CNC(=O)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,2.0457574905606752,482.5880000000002,3.345620000000002,1.0,7.0,75.52000000000001,5.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(N)=O)ncn4-5)CC3)cccc2n1,2.0457574905606752,468.56100000000026,3.084920000000001,1.0,7.0,89.51,5.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NC(C)C)ncn4-5)CC3)cccc2n1,2.0969100130080562,510.6420000000003,4.124220000000003,1.0,7.0,75.52000000000001,6.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NC6CC6)ncn4-5)CC3)cccc2n1,2.154901959985743,508.6260000000003,3.8782200000000024,1.0,7.0,75.52000000000001,6.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)NCC6CC6)ncn4-5)CC3)cccc2n1,2.0,522.6530000000004,4.125820000000003,1.0,7.0,75.52000000000001,7.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCCC6)ncn4-5)CC3)cccc2n1,2.221848749616356,522.6530000000004,4.222020000000003,0.0,7.0,66.73,5.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCCCC6)ncn4-5)CC3)cccc2n1,2.0,536.6800000000004,4.612120000000004,0.0,7.0,66.73,5.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4c(C(=O)N6CCOCC6)ncn4-5)CC3)cccc2n1,2.0,538.6520000000004,3.458420000000002,0.0,8.0,75.96000000000001,5.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4cncn4-5)CC3)cccc2n1,2.6989700043360187,425.5360000000002,3.9860200000000034,0.0,6.0,46.42,4.0
Cc1ccc2c(N3CCN(CCc4cccc5c4OCc4nnnn4-5)CC3)cccc2n1,3.0,427.51200000000017,2.776020000000001,0.0,8.0,72.2,4.0
CO/N=C(\C)c1ncn2c1COc1c(CCN3CCN(c4cccc5nc(C)ccc45)CC3)cccc1-2,2.3979400086720375,496.61500000000024,4.356420000000004,0.0,8.0,68.01,6.0
FC(F)(F)c1ccc(SCC(c2c[nH]cn2)C2CCNCC2)cc1,1.0268721464003014,355.42900000000014,4.304000000000003,2.0,3.0,40.71,5.0
CC(C)(C)c1ccc(SCC(c2c[nH]cn2)C2CCNCC2)cc1,1.0,343.54000000000013,4.5827000000000035,2.0,3.0,40.71,5.0
CC(C)(C)c1ccc(SCC(c2ccccn2)c2c[nH]cn2)cc1,2.2924298239020637,337.492,5.026400000000005,1.0,3.0,41.57,5.0
FC(F)(F)c1ccc(SCC(c2ccncc2)c2c[nH]cn2)cc1,2.065501548756432,349.38100000000003,4.747700000000004,1.0,3.0,41.57,5.0
CC(C)(C)c1ccc(SCCc2c[nH]cn2)cc1,3.167491087293764,260.40599999999995,4.0420000000000025,1.0,2.0,28.68,4.0
CCCNC(=O)c1cn2ncnc(Nc3cc(C(=O)NC4CC4)ccc3C)c2c1C,1.3979400086720375,406.49000000000024,3.121740000000001,3.0,6.0,100.42000000000002,7.0
O=C(Nc1ccncc1)Nc1ccc(-c2nc(N3CCOCC3)nc(N3C4CCC3COC4)n2)cc1,1.5228787452803376,488.55200000000036,2.7818000000000005,2.0,9.0,117.63,5.0
O=c1cc(-c2ccccc2)oc2cc(O)cc(O)c12,4.267606240177032,254.24099999999999,2.8712000000000013,2.0,4.0,70.67,1.0
O=c1cc(-c2ccccc2)oc2c1ccc1ccccc12,4.309803919971486,272.303,4.613200000000003,0.0,2.0,30.21,1.0
O=c1cc(-c2ccccc2)oc2cc(O)ccc12,3.619788758288394,238.242,3.1656000000000013,1.0,3.0,50.44,1.0
CCOc1ccc2nc3ccc(=O)cc-3oc2c1,3.3010299956639813,241.24599999999998,2.6915000000000004,0.0,4.0,52.33,2.0
Cn1c(SCCCN2CCC3CC3(c3ccc(C(F)(F)F)cc3)CC2)nnc1-c1ccnnc1,2.221848749616356,488.58300000000014,4.826800000000004,0.0,7.0,59.730000000000004,7.0
Cc1ncoc1-c1nnc(SCCCN[C@@H]2CC[C@]3(c4ccc(C(F)(F)F)cc4)CC23)n1C,2.3979400086720375,477.55600000000015,4.989420000000004,1.0,7.0,68.77000000000001,8.0
Cc1ncoc1-c1nnc(SCCCN2[C@@H]3CC[C@H]2C[C@@H](c2ccc(C(F)(F)F)cc2)C3)n1C,2.0,491.5830000000002,5.690120000000006,0.0,7.0,59.980000000000004,7.0
Cc1ncoc1-c1nnc(SCCCN2[C@@H]3CC[C@H]2C[C@@H](c2ccc(C(C)(C)C)cc2)C3)n1C,2.3010299956639813,479.6940000000003,5.968820000000006,0.0,7.0,59.980000000000004,7.0
CC(C)(NCCCc1cc(-c2cccc(C(F)(F)F)c2)nc(C#N)n1)C(N)=O,1.4559319556497243,391.3970000000001,2.8201800000000006,2.0,5.0,104.69,7.0
CSc1nn(-c2ccccc2)c2cc(NC(=O)C3CCNCC3)ccc12,2.0,366.4900000000002,3.685500000000002,2.0,5.0,58.95,4.0
COc1cccc(NC(=O)Nc2cccn(Cc3c(F)cccc3Cl)c2=O)c1,2.2441251443275085,401.8250000000001,4.341700000000003,2.0,4.0,72.36,5.0
CSc1nc(C)cc(C(=O)NCCN2CCN(c3cccc(C)c3C)CC2)n1.Cl,1.6989700043360187,436.02500000000015,3.097560000000002,1.0,6.0,61.36000000000001,6.0
Cc1cc(C)cc(NC(=O)CSc2nnc(-c3ccoc3C)n2Cc2ccco2)c1,2.3010299956639813,422.51000000000016,4.835460000000004,1.0,7.0,86.09000000000002,7.0
Fc1cccc2c1CCC1(CCN(c3ccc(-c4nnc(Cc5cccnc5)o4)nn3)CC1)O2,1.744727494896694,458.49700000000024,4.015700000000003,0.0,8.0,90.06,4.0
Cc1c2c(=O)n(-c3ccccc3Cl)[nH]c2cc(=O)n1Cc1ccccn1,1.6020599913279625,366.8080000000001,2.885620000000001,1.0,5.0,72.68,3.0
O=C(O)C1CN(C2CCC3(Cc4ccccc4Oc4ccccc43)C2)C1,2.0,349.4300000000002,3.841700000000003,1.0,3.0,49.769999999999996,2.0
O=C(O)C1=CCN(C2CCC3(Cc4ccccc4Oc4ccccc43)C2)CC1,2.0,375.4680000000002,4.542000000000004,1.0,3.0,49.769999999999996,2.0
O=C(O)C1CN(C2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)C1,2.0,347.45800000000014,3.6402000000000028,1.0,2.0,40.54,2.0
O=C(O)[C@]12C[C@H]1CN(C1CC[C@]3(Cc4ccccc4Cc4ccccc43)C1)C2,2.0,373.49600000000015,4.030300000000003,1.0,2.0,40.54,2.0
O=C(O)C1(F)CCN(C2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)CC1,2.0,393.50200000000024,4.512500000000005,1.0,2.0,40.54,2.0
O=C(O)C1CCN(C2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)CC1,2.0,375.5120000000002,4.420400000000003,1.0,2.0,40.54,2.0
O=C(O)C1=CCCN(C2CC[C@]3(Cc4ccccc4Cc4ccccc43)C2)C1,2.0,373.49600000000015,4.340500000000004,1.0,2.0,40.54,2.0
Cc1ccc(C(=O)Nc2ccon2)cc1NC(=O)c1cnn(-c2ccccc2F)c1N,1.8860566476931633,420.40400000000017,3.3946200000000006,3.0,7.0,128.07,5.0
CN(O)C(=O)c1cc2c(CN3CCC[C@H]3C(N)=O)cn(Cc3ccc(F)cc3)c2cn1,1.5228787452803376,425.46400000000006,2.1346,2.0,6.0,104.69000000000001,6.0
COc1cc(-n2cnc3cc(-c4ccc(Cl)cc4)sc3c2=O)ccc1OCCN1CCCC1,-1.0,482.0050000000004,5.250800000000005,0.0,7.0,56.59000000000001,7.0
